feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Lactobacillus	Group	Tumor	0.425419564283207	0.467846447332939	308	308	0.36461432308343	0.652396467195336
Paracoccus	Group	Tumor	-0.325946696962134	0.401814578946803	308	308	0.418518488389461	0.652396467195336
Pseudomonas	Group	Tumor	0.424130315511828	0.436120257160964	308	308	0.332333013471954	0.652396467195336
Sphingobium	Group	Tumor	-0.477968112109607	0.495449797783431	308	308	0.335449092479149	0.652396467195336
Stenoxybacter	Group	Tumor	0.330511652592949	0.404041584222729	308	308	0.414621348767437	0.652396467195336
Tessaracoccus	Group	Tumor	-0.386897630294662	0.447582423835772	308	308	0.388712343383202	0.652396467195336
Unknown.genus14	Group	Tumor	-0.433135381669595	0.479115453607479	308	308	0.367400014002065	0.652396467195336
Unknown.genus3	Group	Tumor	-0.412085437255693	0.481580775557314	308	308	0.392836974844643	0.652396467195336
Unknown.genus41	Group	Tumor	-0.34016618675567	0.397994134163566	308	308	0.394052756581638	0.652396467195336
Veillonella	Group	Tumor	0.329428471884231	0.405083731585646	308	308	0.41734676235715	0.652396467195336
Wautersiella	Group	Tumor	-0.3331150066014	0.399292500995919	308	308	0.405433389134558	0.652396467195336
Gemella	Group	Tumor	-0.262470567487378	0.360020993918145	308	308	0.467090250313597	0.717558935264366
Brachybacterium	Group	Tumor	0.349283757426215	0.494262207792302	308	308	0.480842025440945	0.728132209953431
Janthinobacterium	Group	Tumor	-0.315522743608848	0.45568124849918	308	308	0.489198810084784	0.730353153084325
Agrobacterium	Group	Tumor	-0.342159816233166	0.527218128106548	308	308	0.517317185867219	0.735972288787119
Arthrobacter	Group	Tumor	-0.370422572263428	0.553335426038196	308	308	0.504226446317376	0.735972288787119
Unknown.genus123	Group	Tumor	0.317199185690434	0.489436490590089	308	308	0.517897764885193	0.735972288787119
Unknown.genus39	Group	Tumor	-0.326595654607474	0.507374185040986	308	308	0.520735109990886	0.735972288787119
Methylobacterium	Group	Tumor	-0.327518104221314	0.545563516316182	308	308	0.549174554239428	0.765953983544465
Campylobacter	Group	Tumor	0.260300673812962	0.489388771869132	308	308	0.595574104232207	0.769888476202609
Escherichia.Shigella	Group	Tumor	-0.362788996076186	0.637231265253983	308	308	0.569556136150227	0.769888476202609
Massilia	Group	Tumor	-0.27751998889983	0.496501490230155	308	308	0.577012382259825	0.769888476202609
Peptoniphilus	Group	Tumor	-0.279195306606083	0.502200832845613	308	308	0.579061543817389	0.769888476202609
Roseomonas	Group	Tumor	-0.219205763988036	0.410169270656037	308	308	0.593821484940082	0.769888476202609
Sphingomonas	Group	Tumor	-0.239849733558665	0.439158494283968	308	308	0.585753140549403	0.769888476202609
Aggregatibacter	Group	Tumor	-0.218461036780895	0.428480667249099	308	308	0.610890946064766	0.770886193843633
Enterobacter	Group	Tumor	0.25995056820956	0.500922182311942	308	308	0.604549585298731	0.770886193843633
Hydrogenophilus	Group	Tumor	0.32437005762813	0.671112977933821	308	308	0.62955131421597	0.77624956136643
Naxibacter	Group	Tumor	-0.196806012750727	0.407467333137994	308	308	0.629787379976538	0.77624956136643
Propionibacterium	Group	Tumor	0.233125725180872	0.494746745129903	308	308	0.638167563061392	0.777537490626523
Finegoldia	Group	Tumor	0.218996824807246	0.509950813592986	308	308	0.668202134222013	0.800604002351423
Ralstonia	Group	Tumor	-0.249256364087951	0.587952447497449	308	308	0.672205247257327	0.800604002351423
Cellulomonas	Group	Tumor	0.176054375846806	0.449451366126838	308	308	0.695817893762823	0.810513150976476
Rubellimicrobium	Group	Tumor	0.226202330351433	0.57177769238381	308	308	0.692942089021661	0.810513150976476
Aerococcus	Group	Tumor	0.187606966799442	0.495205981348033	308	308	0.705327190042521	0.812659588527252
Devosia	Group	Tumor	0.16054420594721	0.456464496299688	308	308	0.725537906696654	0.826957183976831
Unknown.genus20	Group	Tumor	0.137415171774243	0.501112037407475	308	308	0.784285095449278	0.875097053869721
Unknown.genus6	Group	Tumor	-0.134265474281383	0.487031955797875	308	308	0.78316504770209	0.875097053869721
Rhizobium	Group	Tumor	-0.111018299479253	0.495817374659199	308	308	0.822977018252552	0.899335710667737
Unknown.genus125	Group	Tumor	0.107156316471009	0.467141231225377	308	308	0.818721067428288	0.899335710667737
Dietzia	Group	Tumor	-0.110347043020918	0.523714309784561	308	308	0.833401078191472	0.901433819268327
Stenotrophomonas	Group	Tumor	-0.0830737084256193	0.469477993094111	308	308	0.859665432597228	0.920449857124305
Acinetobacter	Group	Tumor	0.0571734135523823	0.516690186274638	308	308	0.912036389508475	0.965476827335009
Aeromonas	Group	Tumor	0.0535052366906818	0.53143304656056	308	308	0.919935467555056	0.965476827335009
Actinomyces	Group	Tumor	-0.0348655446757291	0.505221444313569	308	308	0.945071434479981	0.966220283245744
Streptomyces	Group	Tumor	-0.0360879955354484	0.428177457270519	308	308	0.932941765562958	0.966220283245744
Unknown.genus44	Group	Tumor	-0.0324699069722366	0.49735628326741	308	308	0.947989711863749	0.966220283245744
Acidovorax	Group	Tumor	-0.0233320431161937	0.483694054971016	308	308	0.96159011907499	0.970748120209038
Brevundimonas	Group	Tumor	0.0213332857262815	0.612826676684832	308	308	0.972252916566374	0.972252916566374
