feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Unknown.genus340	Group	Tumor	0.452300316409468	0.287558298346813	456	456	0.117134806982702	0.449361260353453
Unknown.genus36	Group	Tumor	0.298543270474387	0.201658667353903	456	456	0.140142818679563	0.449361260353453
Dietzia	Group	Tumor	0.327000180793492	0.233044416450111	456	456	0.161933457863798	0.458237231827342
Agrobacterium	Group	Tumor	0.502413243149704	0.378800561760919	456	456	0.186064433297768	0.47589556978083
Delftia	Group	Tumor	0.394302381385443	0.292885406633345	456	456	0.179558768487907	0.47589556978083
Janthinobacterium	Group	Tumor	0.395160939899785	0.290348465802112	456	456	0.174866892016598	0.47589556978083
Mycoplana	Group	Tumor	0.359405861491735	0.270786558018641	456	456	0.185753986712014	0.47589556978083
Sphaerobacter	Group	Tumor	0.509554543510232	0.381512518962753	456	456	0.183012160638376	0.47589556978083
Brevundimonas	Group	Tumor	0.435132859346491	0.334101854492375	456	456	0.194100944824944	0.48353332811025
Roseomonas	Group	Tumor	0.429325626316724	0.331292197992203	456	456	0.196321802390628	0.48353332811025
Gardnerella	Group	Tumor	0.389309682621515	0.304863964921461	456	456	0.202908779056282	0.490670320263372
Corynebacterium	Group	Tumor	-0.64142271606354	0.5089513633161	456	456	0.208861302622876	0.49604559372933
Peptoniphilus	Group	Tumor	0.329581947108632	0.265112238154981	456	456	0.215084376290077	0.501863544676846
Nocardioides	Group	Tumor	0.387785487761504	0.316900247949482	456	456	0.222340431937452	0.509849611166915
Unknown.genus123	Group	Tumor	0.433485408996017	0.35774447369561	456	456	0.226880159906548	0.511441716399507
Modestobacter	Group	Tumor	0.279259603928467	0.233650752138079	456	456	0.233255684713341	0.517050101114572
Kocuria	Group	Tumor	0.251019964893165	0.222923514076866	456	456	0.261339208329959	0.560614753352976
Sphingobacterium	Group	Tumor	0.280224296347597	0.24764968229289	456	456	0.259023914902167	0.560614753352976
Anaerococcus	Group	Tumor	0.278296698320215	0.253914177049516	456	456	0.274228550326863	0.577189850039906
Massilia	Group	Tumor	0.384900949911031	0.353766724204444	456	456	0.277745491748526	0.577189850039906
Enterococcus	Group	Tumor	-0.218311856637795	0.204445447742316	456	456	0.286733962716619	0.586701800635543
Unknown.genus116	Group	Tumor	0.291898429351987	0.278299939619517	456	456	0.295356722875668	0.595188547613088
Afipia	Group	Tumor	0.413000896982988	0.397691090183708	456	456	0.300143763970592	0.59580777026998
Paracoccus	Group	Tumor	0.432790218313497	0.423541072157773	456	456	0.307945491264058	0.602305152031171
Rhodoplanes	Group	Tumor	0.28604598823049	0.283294967324374	456	456	0.313708923415858	0.604685316149407
Methylobacterium	Group	Tumor	-0.446101974113238	0.478617429739019	456	456	0.352293820551676	0.669358259048184
Unknown.genus5	Group	Tumor	0.260058020913312	0.291879764171459	456	456	0.37388513347829	0.70037637679736
Anoxybacillus	Group	Tumor	0.194559877511035	0.224630142430669	456	456	0.38733102129312	0.701644670640586
Microbacterium	Group	Tumor	-0.380544923994277	0.435432029391333	456	456	0.383070237989216	0.701644670640586
Veillonella	Group	Tumor	-0.36588798553738	0.425174592980433	456	456	0.390388764115815	0.701644670640586
Gordonia	Group	Tumor	0.209617079943874	0.252761657955234	456	456	0.407801762864725	0.723168459480112
Enhydrobacter	Group	Tumor	0.248759935659105	0.304261937008414	456	456	0.414451617468326	0.725290330569571
Rothia	Group	Tumor	-0.269075490613711	0.34436602499648	456	456	0.435402120549644	0.752058208222112
Haemophilus	Group	Tumor	0.21738458065701	0.285521956590265	456	456	0.447233164633753	0.762589883285758
Bacteroides	Group	Tumor	-0.178003884911465	0.261313812074024	456	456	0.496446720661051	0.777314907174257
Blastococcus	Group	Tumor	0.212352838503648	0.299177819341581	456	456	0.478564047560075	0.777314907174257
Chryseobacterium	Group	Tumor	0.271372968176481	0.384247448240777	456	456	0.480759805804464	0.777314907174257
Geobacillus	Group	Tumor	0.169912678157588	0.245641805984177	456	456	0.489826872355076	0.777314907174257
Lachnoanaerobaculum	Group	Tumor	0.108526982554387	0.159221400106971	456	456	0.496180065769579	0.777314907174257
Prevotella	Group	Tumor	0.218879033989622	0.322792787789368	456	456	0.498412160975375	0.777314907174257
Sphingobium	Group	Tumor	-0.190836384274055	0.284447845816714	456	456	0.502624676819444	0.777314907174257
Unknown.genus20	Group	Tumor	0.194496984503079	0.287390490897401	456	456	0.499241550565941	0.777314907174257
Rhizobium	Group	Tumor	0.148250858825583	0.237531094089679	456	456	0.533167345780726	0.811416138208763
Unknown.genus6	Group	Tumor	0.152763218630789	0.24699648134773	456	456	0.536876843326099	0.811416138208763
Fusobacterium	Group	Tumor	0.205895643568997	0.338224888879239	456	456	0.543296419286731	0.811892401855452
Campylobacter	Group	Tumor	0.155705172753343	0.287726887000643	456	456	0.588930632867169	0.839512128299837
Cloacibacterium	Group	Tumor	0.146508161057518	0.262908131883959	456	456	0.577898919256508	0.839512128299837
Janibacter	Group	Tumor	-0.135035533210464	0.256897419789216	456	456	0.599651520214169	0.839512128299837
Lautropia	Group	Tumor	0.141599535266148	0.257275665098296	456	456	0.582599535392727	0.839512128299837
Porphyromonas	Group	Tumor	0.152116700730686	0.285628044382581	456	456	0.594852747691446	0.839512128299837
Ralstonia	Group	Tumor	0.222375151068901	0.390990293932202	456	456	0.570089067571881	0.839512128299837
Cupriavidus	Group	Tumor	0.121823237156303	0.242645997678726	456	456	0.616110829797472	0.846188309537911
Sphingomonas	Group	Tumor	0.170393872300475	0.340386242311086	456	456	0.617144857332161	0.846188309537911
Acidovorax	Group	Tumor	-0.162313506665521	0.340369866553808	456	456	0.633681367756859	0.851309312239013
Gemella	Group	Tumor	0.18687601439853	0.387460280345578	456	456	0.630050393668157	0.851309312239013
Enterobacter	Group	Tumor	0.204105972484932	0.441869519215639	456	456	0.644584952188633	0.857297986410882
Bifidobacterium	Group	Tumor	-0.113726452084963	0.26077167993388	456	456	0.663167733100118	0.873036666378152
Unknown.genus41	Group	Tumor	0.130492951833714	0.305370919771257	456	456	0.669546917071966	0.873036666378152
Brevibacterium	Group	Tumor	0.129687806334786	0.348300655323367	456	456	0.70998381358527	0.907960069296547
Escherichia.Shigella	Group	Tumor	-0.128271577237087	0.336429890633112	456	456	0.703357424928412	0.907960069296547
Aerococcus	Group	Tumor	0.0975108929809035	0.322174612513055	456	456	0.762422538009085	0.910135806130893
Bradyrhizobium	Group	Tumor	0.0855862008006864	0.244653014874916	456	456	0.72679297045837	0.910135806130893
Capnocytophaga	Group	Tumor	-0.104194020908373	0.318080939765531	456	456	0.743538120142088	0.910135806130893
Lactococcus	Group	Tumor	-0.0872024653234396	0.29014927119647	456	456	0.76403772475027	0.910135806130893
Lysobacter	Group	Tumor	-0.0785442432403063	0.264099574739728	456	456	0.766430152531278	0.910135806130893
Marmoricola	Group	Tumor	-0.0816851773085003	0.228161883120369	456	456	0.720665425612079	0.910135806130893
Pseudoxanthomonas	Group	Tumor	0.077972973441856	0.250461661908443	456	456	0.755845354924016	0.910135806130893
Staphylococcus	Group	Tumor	-0.114183628081069	0.339567849880313	456	456	0.736984231983946	0.910135806130893
Methylibium	Group	Tumor	0.11048481425843	0.429007141863033	456	456	0.796998279123354	0.929831325643913
Streptococcus	Group	Tumor	0.136548613096519	0.52107005837029	456	456	0.793517275753527	0.929831325643913
Actinomyces	Group	Tumor	0.0549513630596402	0.25213768810356	456	456	0.827670179483932	0.948403118289381
Arthrobacter	Group	Tumor	-0.0659300143458949	0.351761545375123	456	456	0.851492376743601	0.948403118289381
Leptotrichia	Group	Tumor	0.0589469991309551	0.314809798224917	456	456	0.851634704752693	0.948403118289381
Neisseria	Group	Tumor	0.0869634761170147	0.432605463798719	456	456	0.840860904407617	0.948403118289381
Ochrobactrum	Group	Tumor	0.0561143730104712	0.247100358919209	456	456	0.820557033763436	0.948403118289381
Weissella	Group	Tumor	0.0586517304194658	0.322164960483899	456	456	0.855702061614479	0.948403118289381
Acinetobacter	Group	Tumor	-0.024219298959591	0.347594842031386	456	456	0.944512242625485	0.959427352093934
Bosea	Group	Tumor	-0.0227677009533173	0.329663296380376	456	456	0.944999873115078	0.959427352093934
Granulicatella	Group	Tumor	0.0200074185278593	0.271580605364961	456	456	0.941337624702542	0.959427352093934
Halomonas	Group	Tumor	0.0195089169579429	0.26825407626995	456	456	0.942088579619622	0.959427352093934
Hydrogenophaga	Group	Tumor	0.0401962337271096	0.280250446336067	456	456	0.886078079357524	0.959427352093934
Jeotgalicoccus	Group	Tumor	0.0228990424246133	0.27592326133054	456	456	0.933932133623248	0.959427352093934
Leuconostoc	Group	Tumor	-0.0185170955724659	0.227761723441521	456	456	0.93527477433832	0.959427352093934
Mesorhizobium	Group	Tumor	0.0470154619101657	0.39527804931569	456	456	0.905425896055647	0.959427352093934
Rhodobacter	Group	Tumor	0.0423537259585158	0.271380470119227	456	456	0.876118360248437	0.959427352093934
Unknown.genus44	Group	Tumor	-0.0429670295725971	0.307664124490347	456	456	0.889055907667764	0.959427352093934
Xanthomonas	Group	Tumor	-0.0210286946869872	0.259400492420383	456	456	0.935460481342534	0.959427352093934
Faecalibacterium	Group	Tumor	0.0173086307304043	0.31925465137324	456	456	0.95681095580909	0.964059523656128
Propionibacterium	Group	Tumor	0.00906473999901991	0.41126001291584	456	456	0.982434305979103	0.982434305979103
