feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Enterobacter	Group	Tumor	-0.492949217462761	0.62927017093782	24	4	0.441764134736542	0.918036595434844
Geobacillus	Group	Tumor	-0.250610124007643	0.353859120435992	24	3	0.4862453224987	0.918036595434844
Rubrobacter	Group	Tumor	-0.497077499535218	0.5499771903305	24	7	0.385459708534242	0.918036595434844
Xanthomonas	Group	Tumor	0.192930869726692	0.275070970813823	24	3	0.490415761542639	0.918036595434844
Aerococcus	Group	Tumor	0.125644534719648	0.22551874950436	24	21	0.583059166756567	0.927594128930903
Agrobacterium	Group	Tumor	0.15373282984567	0.300576994694099	24	12	0.619139806498689	0.963106365664628
Agrococcus	Group	Tumor	-0.0589980272041399	0.12933172330586	24	20	0.657138156169552	0.971642860243065
Akkermansia	Group	Tumor	0.0998922380868048	0.226292527159848	24	21	0.66321011095887	0.971642860243065
Unknown.genus296	Group	Tumor	0.189008418758424	0.432373118905085	24	3	0.666269389880959	0.971642860243065
A17	Group	Tumor	-0.0277999276013929	0.216575913908492	24	20	0.900179943445139	0.973076470607388
Acetivibrio	Group	Tumor	-0.0219830343496336	0.223597681905984	24	18	0.923450733614486	0.973076470607388
Acetobacterium	Group	Tumor	0.0980246529335129	0.301058534393682	24	15	0.75083663424329	0.973076470607388
Actinobacillus	Group	Tumor	-0.188613871013537	0.92711257060591	24	13	0.842503951071698	0.973076470607388
Adhaeribacter	Group	Tumor	-0.0240902952727756	0.212929041775038	24	20	0.911959808263382	0.973076470607388
Aeromonas	Group	Tumor	-0.0234691627519368	0.257743663988824	24	18	0.928271920066675	0.973076470607388
Afifella	Group	Tumor	0.0254820027954329	0.258579841242939	24	19	0.923271624370841	0.973076470607388
Aggregatibacter	Group	Tumor	-0.0686872863750097	0.24993953844954	24	20	0.786022198865572	0.973076470607388
Agromyces	Group	Tumor	0.0685312763207815	0.244060327158487	24	18	0.784077640493945	0.973076470607388
Alcanivorax	Group	Tumor	0.0323465372763749	0.340114002535546	24	17	0.925935610394125	0.973076470607388
Algoriphagus	Group	Tumor	0.072574362300891	0.30304943832035	24	15	0.815136347229246	0.973076470607388
Aliidiomarina	Group	Tumor	-0.0384882670562282	0.217070320068494	24	20	0.862489311722831	0.973076470607388
Alishewanella	Group	Tumor	-0.0438395718381681	0.16263141742735	24	21	0.792485396248412	0.973076470607388
Blautia	Group	Tumor	-0.290533007446124	0.721855003876862	24	3	0.691213998904237	0.973076470607388
Bosea	Group	Tumor	0.0689601750929523	0.180125605660942	24	3	0.709129379208743	0.973076470607388
Methyloversatilis	Group	Tumor	0.0700214451513948	0.322522472391216	24	3	0.830126812429336	0.973076470607388
Prevotella	Group	Tumor	0.178292663847515	0.841029402908678	24	4	0.834063940318433	0.973076470607388
Schlegelella	Group	Tumor	-0.0302594873731176	0.347376579260918	24	3	0.931373193295643	0.973076470607388
Streptococcus	Group	Tumor	0.211155128556136	1.34099410109177	24	9	0.876317290107114	0.973076470607388
Unknown.genus41	Group	Tumor	0.0149234501040689	0.225448976698987	24	4	0.948410855336071	0.97630529225772
Actinobaculum	Group	Tumor	0.00812873471125168	0.247575708665874	24	20	0.974103567375285	0.977664870093031
Paracoccus	Group	Tumor	-0.0334040704731796	1.16635118845267	24	5	0.977664870093031	0.977664870093031
