taxon,lfc_(Intercept),lfc_GroupTumor,se_(Intercept),se_GroupTumor,W_(Intercept),W_GroupTumor,p_(Intercept),p_GroupTumor,q_(Intercept),q_GroupTumor,diff_(Intercept),diff_GroupTumor,passed_ss_(Intercept),passed_ss_GroupTumor,diff_robust_(Intercept),diff_robust_GroupTumor,lfc,qval,significant,direction
Bosea,0.09422283832807155,-0.1867467052090574,0.3143409487989105,0.43076045940648555,0.29974726069923385,-0.4335279646287928,0.7645086585601528,0.6648394610438808,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,-0.1867467052090574,1,FALSE,ns
Brachybacterium,0.26487138548957834,-0.5103546644843318,0.3032875163442748,0.4111718699558324,0.8733342825390523,-1.2412197958463294,0.3829566325681556,0.21581163682342328,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,-0.5103546644843318,1,FALSE,ns
Brevundimonas,-0.0985454395875258,0.21855884370843925,0.3256711158775826,0.4467990548445787,-0.3025918934259074,0.4891658595483512,0.7623438871523577,0.6249680268652539,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.21855884370843925,1,FALSE,ns
Caulobacter,-0.22600085911468784,0.4424966941785639,0.30305115879286515,0.41359499774763464,-0.7457515094643111,1.0698792214323742,0.45623380735167796,0.28587360542578805,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.4424966941785639,1,FALSE,ns
Chryseobacterium,-0.060413672847184026,0.10374279503540043,0.3098787873377699,0.409135568822446,-0.1949590462974567,0.25356581764325176,0.8455154325025315,0.8000626763927479,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.10374279503540043,1,FALSE,ns
Cloacibacterium,-0.0022568154297690477,-0.015538266344658663,0.29194862412871353,0.3798985946419979,-0.007730180049672263,-0.04090108930068915,0.9938359029484325,0.9674136447497785,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,-0.015538266344658663,1,FALSE,ns
Corynebacterium,0.153513606220031,-0.37230782766288956,0.3020964157845471,0.41289268603562707,0.5081609651718468,-0.9017060370760949,0.6115872891027838,0.36816877260640724,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,-0.37230782766288956,1,FALSE,ns
Devosia,0.3723388815134422,-0.7466721598701695,0.3246301798742486,0.41239446906338034,1.1469632356969226,-1.810577531667658,0.25206511705721446,0.07158178954880319,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,-0.7466721598701695,1,FALSE,ns
Enterobacter,-0.014879861726573617,0.04545942054994382,0.3161870087788833,0.42601663750049457,-0.047060319726733114,0.10670808731006673,0.9624863366005731,0.9151181506055672,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.04545942054994382,1,FALSE,ns
Escherichia/Shigella,0.13454475509445682,-0.28078725029083634,0.3657086467967917,0.45915903634294647,0.36790148735317557,-0.6115250448454987,0.7131307642216249,0.541469895376365,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,-0.28078725029083634,1,FALSE,ns
Fusobacterium,-0.08937004271446036,0.13673375444179975,0.30982444148151406,0.4053862992546699,-0.28845381690066796,0.33729249038064185,0.7731354211894473,0.736210613244226,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.13673375444179975,1,FALSE,ns
Gemella,-0.050929967162382184,0.08351622750031767,0.2860980387654238,0.38986884067447386,-0.17801578571512144,0.21421621526827955,0.8587908638323559,0.8304756998194697,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.08351622750031767,1,FALSE,ns
Halomonas,0.10672261496527218,-0.17754697409431075,0.29864901517073,0.40852295749881096,0.35735130385165204,-0.434607090826291,0.7210045552895521,0.6640661690873004,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,-0.17754697409431075,1,FALSE,ns
Janibacter,0.22630358886742127,-0.4207228585193922,0.28394130054326844,0.3863240720427449,0.7970083550171525,-1.089041271217604,0.425873125409995,0.2767277609810725,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,-0.4207228585193922,1,FALSE,ns
Kaistobacter,-0.2158020914585204,0.3964742484675325,0.29206652991694454,0.39852458696774784,-0.7388799104090715,0.9948551769018424,0.4603677133296803,0.32034493490071286,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3964742484675325,1,FALSE,ns
Lactobacillus,-0.286396854517061,0.524745481356109,0.32915659841403466,0.452440242816301,-0.8700930070884142,1.1598116871517223,0.3847114108181323,0.24673775891836364,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.524745481356109,1,FALSE,ns
Lactococcus,0.1222616757283586,-0.28635967512775534,0.30342713045465197,0.4154622703250941,0.40293587308808876,-0.6892555487738572,0.6871942700610738,0.4910316446168842,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,-0.28635967512775534,1,FALSE,ns
Leptotrichia,0.04545091878164483,-0.16308486580716086,0.35387737318599793,0.39526389147384067,0.1284369169253323,-0.4125974300335353,0.8978777713912549,0.680320680901054,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,-0.16308486580716086,1,FALSE,ns
Massilia,-0.14820222715581763,0.24479513333946593,0.2989519690623169,0.40515333916479895,-0.4957392574488268,0.6042036672932215,0.6203190976267559,0.5463113255176375,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.24479513333946593,1,FALSE,ns
Mesorhizobium,0.04257464993410203,-0.06445130292840073,0.3127890456427832,0.42903401277842773,0.13611298262255603,-0.15022422700478588,0.8917961107540129,0.8806586463433381,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,-0.06445130292840073,1,FALSE,ns
Methylobacterium,0.13123255213199536,-0.3276502984700483,0.3495845676420997,0.44440430088159344,0.3753957247516418,-0.7372797648899151,0.7075513674267985,0.4617154478321063,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,-0.3276502984700483,1,FALSE,ns
Microbacterium,0.11819389673952387,-0.2868807466327991,0.30972044411040534,0.42001997317430073,0.3816147722472965,-0.683016915754501,0.702926325122333,0.4952923428926389,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,-0.2868807466327991,1,FALSE,ns
Mycobacterium,-0.15744697675816294,0.33273667269428037,0.2901700609172197,0.3955457015155694,-0.5426024182525148,0.8412091736033775,0.5876782948872319,0.4006876913704891,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.33273667269428037,1,FALSE,ns
Neisseria,-0.059988262659932935,0.05469591009703937,0.29725190784225325,0.4067365563985982,-0.20180951266347374,0.134475028704914,0.8401560376691979,0.8930865497273188,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.05469591009703937,1,FALSE,ns
Nocardioides,-0.06387050554205831,0.15318732850059416,0.29297132925212654,0.39894212913514004,-0.21800940626204535,0.3839838345292998,0.8275221677026978,0.7011746610310675,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.15318732850059416,1,FALSE,ns
Novosphingobium,-0.1087581359893903,0.19942189887377212,0.29217810217805684,0.3988915031638985,-0.37223233082372403,0.4999402025162534,0.7099024074850777,0.6173717338340974,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.19942189887377212,1,FALSE,ns
Paracoccus,-0.16993007755494832,0.2876427144130425,0.3327988123355971,0.4505361036603606,-0.5106090264035841,0.6384454255188474,0.6098742741620258,0.5238278168575349,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.2876427144130425,1,FALSE,ns
Porphyromonas,8.930708182492489e-4,-0.037975904095189986,0.2977362449803127,0.39692623164077223,0.002999536782323233,-0.09567496695345419,0.9976081035894814,0.92386583018994894,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,-0.037975904095189986,1,FALSE,ns
Prevotella,-0.11090859774731998,0.15639932126781372,0.3692998586770486,0.4448243117810812,-0.30032125694450684,0.35159796154483824,0.7640879956758371,0.7254680955459525,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.15639932126781372,1,FALSE,ns
Propionibacterium,-0.015963336552406216,-0.019792530393347985,0.30798887269369507,0.40776484523154266,-0.05183088730703032,-0.048539079876072,0.9586866232366532,0.9613292935496156,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,-0.019792530393347985,1,FALSE,ns
Pseudomonas,-0.2630470452205851,0.4608134752183446,0.35519850022882915,0.457264228972139,-0.7405635019605167,1.007761915368241,0.45935640253756926,0.314641775055959,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.4608134752183446,1,FALSE,ns
Ralstonia,-0.0950569989532773,0.20906335444406007,0.310653752302441,0.4112021935938719,-0.305990184405477,0.5084198423575135,0.7597588884466675,0.6116616526646108,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.20906335444406007,1,FALSE,ns
Roseomonas,-0.16492703533786185,0.2815853627556339,0.28505887195492413,0.36935238523514996,-0.5785718374832461,0.7623759152830737,0.5631858986017974,0.4466926563100371,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.2815853627556339,1,FALSE,ns
Rothia,0.18310879772360777,-0.42311427088011633,0.3255864249286077,0.43460246893776167,0.5623969051036406,-0.9735661923740923,0.5741268347301356,0.3313095349816053,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,-0.42311427088011633,1,FALSE,ns
Sphingobium,0.15822052703964815,-0.35716909743504693,0.2836450112872514,0.3863098720284681,0.5578117743781361,-0.9245663217447528,0.5772496929161184,0.3556859558055745,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,-0.35716909743504693,1,FALSE,ns
Sphingomonas,-0.08775539255476868,0.11023016988671064,0.3221324909580838,0.42963235647136183,-0.27242018429673864,0.2565685945817684,0.7854240630436614,0.7977442010132174,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.11023016988671064,1,FALSE,ns
Staphylococcus,0.027612445304787153,-0.12050550583239951,0.3004522820016151,0.4025469477000274,0.09190293087751858,-0.2993576439243022,0.9268159638704299,0.7649410816925715,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,-0.12050550583239951,1,FALSE,ns
Stenotrophomonas,-0.18350005710071862,0.3665827960299942,0.2978759781845453,0.39584624000076185,-0.6160283827487206,0.9260737099063735,0.5381944699725398,0.3554097896387528,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.3665827960299942,1,FALSE,ns
Streptococcus,-0.08714983302260661,0.10901905082238728,0.3423365584609301,0.46447998428799797,-0.25457355011808586,0.23471205328578956,0.7991680578806699,0.8146438077345406,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.10901905082238728,1,FALSE,ns
Unknown genus123,-0.12170885220481772,0.2051446216374102,0.3296258860026089,0.452518678969538,-0.3692332956030475,0.4533395662352754,0.7121275142426822,0.6505227672869744,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.2051446216374102,1,FALSE,ns
Unknown genus20,0.0031138690830783845,-0.06334535593970424,0.3041012184481917,0.4164356760838401,0.01023958108082648,-0.15211318236565077,0.9918349438323599,0.8791698506425785,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,-0.06334535593970424,1,FALSE,ns
Unknown genus24,-0.2953855654171753,0.616068349760405,0.28135431519165116,0.37081458094579867,-1.0498703928388886,1.6613919231251986,0.2943607590577376,0.09806322386865378,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.616068349760405,1,FALSE,ns
Unknown genus41,0.06993900244522495,-0.10005019314594542,0.2775685559919384,0.36803955449938625,0.25197019235585255,-0.2718463054386516,0.8011825395765031,0.785992058846031,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,-0.10005019314594542,1,FALSE,ns
Unknown genus6,0.08178631493474585,-0.13976733581618742,0.27954259927504765,0.3797596202672864,0.2925719197962906,-0.36804159356862354,0.7699866703280457,0.7130184072146544,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,-0.13976733581618742,1,FALSE,ns
Veillonella,0.09088520381922512,-0.2470510228612762,0.30492333079430683,0.4048401496335721,0.2980591992828973,-0.6102433839254491,0.7657961008228731,0.5423110323818472,1,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,-0.2470510228612762,1,FALSE,ns
