feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Unknown.genus3	Group	Tumor	0.113008507810645	0.217300632654828	308	36	0.603400536511594	0.869161515052781
Unknown.genus41	Group	Tumor	0.110539953115124	0.193264662403478	308	34	0.56818741964993	0.869161515052781
Wautersiella	Group	Tumor	0.130314737248078	0.220544310218955	308	64	0.555474159164546	0.869161515052781
Escherichia.Shigella	Group	Tumor	-0.180190909912742	0.37548848551719	308	100	0.631652721343503	0.873948673055705
Flavobacterium	Group	Tumor	-0.0820809057182876	0.171973244096706	308	37	0.633497186289056	0.873948673055705
Ralstonia	Group	Tumor	0.166969087481823	0.348967464319763	308	63	0.633001527998143	0.873948673055705
Aquabacterium	Group	Tumor	0.0652438646059329	0.144221170398789	308	265	0.651630564609274	0.879701262222521
Azotobacter	Group	Tumor	-0.0495888932920208	0.109280726449563	308	272	0.650633565516778	0.879701262222521
Massilia	Group	Tumor	0.171777658757938	0.371030742469859	308	138	0.644040697701878	0.879701262222521
Bartonella	Group	Tumor	-0.0283035326132295	0.0635714321033439	308	272	0.656472614204575	0.879952653082728
Azospirillum	Group	Tumor	-0.0297652512841529	0.0681280478743973	308	261	0.662798721067262	0.882175762547272
Alcanivorax	Group	Tumor	-0.0324761320763946	0.0772947297654255	308	246	0.674958246770192	0.89207768279417
Aerococcus	Group	Tumor	-0.0441705096903534	0.130926056265462	308	289	0.736300461291565	0.922614542440178
Alloscardovia	Group	Tumor	-0.0239233315015973	0.0663228362291787	308	267	0.718564887562532	0.922614542440178
Anaeroplasma	Group	Tumor	0.0203406609227191	0.0625974291407564	308	266	0.745445476056591	0.922614542440178
Atopobium	Group	Tumor	0.0697276240975864	0.194119777950999	308	278	0.719941485424639	0.922614542440178
Bacteroides	Group	Tumor	-0.0360982918148888	0.111641517237339	308	276	0.746878439118239	0.922614542440178
Cardiobacterium	Group	Tumor	0.0554784297254504	0.168347169356432	308	36	0.742192437575797	0.922614542440178
Exiguobacterium	Group	Tumor	0.0985235077573722	0.280757503553639	308	61	0.725889612133289	0.922614542440178
Halomonas	Group	Tumor	0.100200203083831	0.266589708392896	308	50	0.707542175532596	0.922614542440178
Kingella	Group	Tumor	-0.0722361469277873	0.193023453809145	308	51	0.708747568354116	0.922614542440178
Unknown.genus2	Group	Tumor	0.0607086747580383	0.184276302352519	308	31	0.742270878800719	0.922614542440178
Aquamicrobium	Group	Tumor	0.0209540935322673	0.0670691019942312	308	264	0.755142625019487	0.926765948887552
Acidovorax	Group	Tumor	0.0616314913695828	0.208172567289173	308	241	0.767585982658962	0.929959940529126
Ammoniphilus	Group	Tumor	0.0190735688189047	0.0633398532804699	308	271	0.763723750766821	0.929959940529126
Amaricoccus	Group	Tumor	0.0157235068834177	0.0588785350046727	308	255	0.789790353983617	0.950766731865628
Rheinheimera	Group	Tumor	-0.0556448391852923	0.217061225447464	308	38	0.797848605710403	0.954388522020672
Aliidiomarina	Group	Tumor	0.0437914374850509	0.181253175242811	308	274	0.809410761785103	0.96212977344267
Aeromicrobium	Group	Tumor	0.026138956872173	0.126160650496822	308	272	0.836000944651239	0.969350788583339
Afifella	Group	Tumor	0.0331309063611104	0.155843605859213	308	265	0.831929174556004	0.969350788583339
Gardnerella	Group	Tumor	0.0537990232434273	0.251764915184832	308	53	0.831075229872787	0.969350788583339
Moraxella	Group	Tumor	-0.0406390893785435	0.187916130589948	308	57	0.829071714544888	0.969350788583339
Anaerolinea	Group	Tumor	-0.0164038709865449	0.081996474912404	308	168	0.841702593698457	0.970010915908588
X5.7N15	Group	Tumor	-0.0181497021977438	0.146030711152131	308	265	0.901251269156632	0.98102799313298
Actinomycetospora	Group	Tumor	-0.0265769403783198	0.27145524706315	308	220	0.922071493424003	0.98102799313298
Actinopolymorpha	Group	Tumor	-0.00783427957814827	0.0679526549136895	308	240	0.908366225480879	0.98102799313298
Akkermansia	Group	Tumor	0.00418929512687708	0.0487318728061762	308	272	0.931605662332413	0.98102799313298
Alcaligenes	Group	Tumor	-0.0138426568732614	0.143580890656024	308	209	0.923320996251139	0.98102799313298
Alicyclobacillus	Group	Tumor	-0.00415216985718032	0.0660083433625251	308	269	0.949884247319234	0.98102799313298
Alistipes	Group	Tumor	0.00563967249079771	0.0681069869745884	308	253	0.934113971612551	0.98102799313298
Alloiococcus	Group	Tumor	0.009121144936956	0.129853014953475	308	266	0.944092713874007	0.98102799313298
Altererythrobacter	Group	Tumor	0.0205286882295158	0.167809472542313	308	266	0.902795588900842	0.98102799313298
Anaerobiospirillum	Group	Tumor	0.00916038471948675	0.0668064170094581	308	226	0.891117531628025	0.98102799313298
Arsenicicoccus	Group	Tumor	-0.00543780030404803	0.0657354164314908	308	268	0.934126251039766	0.98102799313298
Auraticoccus	Group	Tumor	-0.00924007155225065	0.0785538631135796	308	98	0.906517322236604	0.98102799313298
Brevibacterium	Group	Tumor	0.0240130179389125	0.296389468172316	308	66	0.93553315643104	0.98102799313298
Brevundimonas	Group	Tumor	0.0655767802043278	0.380541105033522	308	78	0.863295876662617	0.98102799313298
Cloacibacterium	Group	Tumor	-0.0170024910678008	0.257492444474956	308	45	0.947439324415813	0.98102799313298
Diaphorobacter	Group	Tumor	0.0143490200250447	0.184415099748793	308	48	0.938082229973873	0.98102799313298
Methylobacterium	Group	Tumor	-0.0233543747680482	0.298636330655264	308	98	0.93776844400584	0.98102799313298
Sphingobium	Group	Tumor	0.0174584151631805	0.247848604978425	308	55	0.943889597106347	0.98102799313298
Sphingomonas	Group	Tumor	0.0363076843404347	0.49415650998182	308	209	0.94152485670783	0.98102799313298
Serratia	Group	Tumor	0.00905507511971903	0.169749855185286	308	36	0.957527697325334	0.983547471709175
Unknown.genus1	Group	Tumor	0.00774285716262919	0.172518786567999	308	35	0.964260493320898	0.98510936885216
Anaerostipes	Group	Tumor	0.00139435934305494	0.0875371116068589	308	215	0.987301590738826	0.992553194944884
Aurantimonas	Group	Tumor	0.00352240230496998	0.21472925127457	308	255	0.98692283954127	0.992553194944884
Unknown.genus14	Group	Tumor	0.00291073450812469	0.164396132488453	308	37	0.985896769807125	0.992553194944884
Anaerotruncus	Group	Tumor	-0.000214056920495667	0.05704182896543	308	249	0.997010729335414	0.997010729335414
