taxon,lfc_(Intercept),lfc_GroupTumor,se_(Intercept),se_GroupTumor,W_(Intercept),W_GroupTumor,p_(Intercept),p_GroupTumor,q_(Intercept),q_GroupTumor,diff_(Intercept),diff_GroupTumor,passed_ss_(Intercept),passed_ss_GroupTumor,diff_robust_(Intercept),diff_robust_GroupTumor,lfc,qval,diff,diff_robust,significant,significant_robust,direction,direction_robust
Algoriphagus,0.13831847490489796,0.01297984514854696,0.03805919283457719,0.02863873479790919,3.6342986964041475,0.45322690545304994,3.721743167524522e-4,0.6516941439546873,0.0012097351410684644,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0.01297984514854696,1,FALSE,FALSE,FALSE,FALSE,ns,ns
Alicyclobacillus,0.010029792926255936,-0.02524874780498941,0.03229267943791146,0.029831620107227078,0.31059029788903186,-0.846375346502639,0.7563664035114844,0.39888892018845956,0.8409014721392386,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,-0.02524874780498941,1,FALSE,FALSE,FALSE,FALSE,ns,ns
Aliidiomarina,-0.060754749869464914,0.011814983431783813,0.03667664210077579,0.038230803968760524,-1.6564970616047703,0.3090435514104849,0.0987767082793841,0.7577183059671624,0.15055482149035157,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.011814983431783813,1,FALSE,FALSE,FALSE,FALSE,ns,ns
Alishewanella,0.24291603725535355,-0.009553722718964439,0.05096451581841785,0.04829868128265066,4.766375847086281,-0.19780504281379263,4.088912064838423e-6,0.8437865048854531,1.981549692960159e-5,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,-0.009553722718964439,1,FALSE,FALSE,FALSE,FALSE,ns,ns
Alistipes,0.1559458030152884,0.005417470972342382,0.03143363714090657,0.02838582723930079,4.961112273334297,0.1908512627330366,1.369768779636251e-6,0.8490483905304983,8.090196854726608e-6,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0.005417470972342382,1,FALSE,FALSE,FALSE,FALSE,ns,ns
Alkalibacter,0.3568093111448434,0.027765978207438487,0.02879257725470089,0.02602708325679907,12.392406139557655,1.0668109804499575,3.37394939502961e-26,0.28846825436807516,1.0627940594343271e-24,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0.027765978207438487,1,FALSE,FALSE,FALSE,FALSE,ns,ns
Alkalibacterium,0.207001877199847,0.011495473146449454,0.029321879315460826,0.02755838855268368,7.059638810077877,0.4171315432494694,1.9322418321189085e-11,0.6773907785083777,2.2824606641904608e-10,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0.011495473146449454,1,FALSE,FALSE,FALSE,FALSE,ns,ns
Alkaliphilus,0.15960165885324842,0.018361849692369037,0.028664610864431336,0.025740392545650238,5.567899023924695,0.713347695059605,6.886868565815356e-8,0.47697905627898596,5.423408995579593e-7,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0.018361849692369037,1,FALSE,FALSE,FALSE,FALSE,ns,ns
Alkanindiges,0.019369560318448137,-0.017984053239781795,0.03475260290759174,0.03568827691118592,0.5573556711695065,-0.5039204690250815,0.5777704185817971,0.6151423886615506,0.665845177511949,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,-0.017984053239781795,1,FALSE,FALSE,FALSE,FALSE,ns,ns
Allobaculum,-0.02985389035391198,0.004126402889321167,0.038061124990720945,0.035781812091083526,-0.7843669981165865,0.11532123858951868,0.43376060682367457,0.9085959098265831,0.5255176582671441,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.004126402889321167,1,FALSE,FALSE,FALSE,FALSE,ns,ns
Alloiococcus,0.05482665115432277,-0.052537806012799095,0.043227213440000814,0.04854650582990609,1.2683364665738153,-1.0822160135865895,0.2057951383316906,0.28102151453940305,0.28599471429918766,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,-0.052537806012799095,1,FALSE,FALSE,FALSE,FALSE,ns,ns
Alloscardovia,0.04288051592913957,-3.5900800342137057e-4,0.030982792030232586,0.02905274835196626,1.3840107078567145,-0.01235710987036699,0.16755587760322332,0.990161276646578,0.24174092264892527,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,-3.5900800342137057e-4,1,FALSE,FALSE,FALSE,FALSE,ns,ns
Altererythrobacter,-0.022126094690963855,0.03479795667853996,0.03869502813893886,0.04105122005335696,-0.5718071740771868,0.8476716802402164,0.5679408645049988,0.3981541950742391,0.6585326588432194,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.03479795667853996,1,FALSE,FALSE,FALSE,FALSE,ns,ns
Amaricoccus,0.09378536108106166,0.0024990679383822497,0.029768432756723875,0.027999883023208195,3.150497100317722,0.08925279924601304,0.0018277594374665055,0.9290160873851337,0.004797868523349577,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0.0024990679383822497,1,FALSE,FALSE,FALSE,FALSE,ns,ns
Aminobacter,-0.0553467045576479,0.022990000177448032,0.03926545268182177,0.04018409956242447,-1.4095521833438853,0.5721168429252457,0.15985834647582478,0.5681019500478129,0.23240944218408371,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.022990000177448032,1,FALSE,FALSE,FALSE,FALSE,ns,ns
Ammoniphilus,-4.7529032545370924e-4,-0.02530180859689757,0.03116337665818476,0.02948436216934984,-0.015251566948823526,-0.8581433253183887,0.9878429385029381,0.39222335364358585,0.9984081036206167,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,-0.02530180859689757,1,FALSE,FALSE,FALSE,FALSE,ns,ns
Amnibacterium,0.19862305515120138,0.03276763157675657,0.03026034111216485,0.028767944538172278,6.563807539874481,1.1390327707729377,7.105656712166381e-10,0.2575652846360638,7.068258518944453e-9,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0.03276763157675657,1,FALSE,FALSE,FALSE,FALSE,ns,ns
Amphibacillus,0.3210800346557017,-0.027228065209456514,0.030055448969840432,0.027808756869336697,10.682922586779323,-0.9791183884051832,5.7177089553664836e-21,0.32977114026452137,9.82406356876605e-20,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,-0.027228065209456514,1,FALSE,FALSE,FALSE,FALSE,ns,ns
Anaerobiospirillum,0.1797601905397205,0.015426011607894809,0.02878618915641594,0.02652755302572261,6.244667870517869,0.5815090292322431,2.140873905594172e-9,0.5619562131399125,1.9267865150347548e-8,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0.015426011607894809,1,FALSE,FALSE,FALSE,FALSE,ns,ns
Anaerococcus,-0.020786587189961323,-0.0409492747134484,0.06511762751116086,0.08110337167893993,-0.3192159785980931,-0.5049022483991461,0.7498161382482604,0.614429954558309,0.8390526232882788,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,-0.0409492747134484,1,FALSE,FALSE,FALSE,FALSE,ns,ns
Anaerofilum,0.17849345056855634,-8.735823586200355e-4,0.030269306320355686,0.028984578421143246,5.896846418595394,-0.030139557178543865,1.283209603706975e-8,0.9760045614217918,1.1023937050028104e-7,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,-8.735823586200355e-4,1,FALSE,FALSE,FALSE,FALSE,ns,ns
Anaerolinea,0.43794998563324555,0.008723559369444276,0.028843293001122282,0.026695044650131495,15.183772033803667,0.32678571936388595,3.537766663270829e-33,0.7445076368750098,2.2287929978606223e-31,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0.008723559369444276,1,FALSE,FALSE,FALSE,FALSE,ns,ns
Anaeroplasma,-0.029790865652008006,-0.0031019255246784055,0.031854981586928524,0.029060385485707524,-0.9352027271060325,-0.10674068746280033,0.35058529530467786,0.9151618538000912,0.4389584446370957,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,-0.0031019255246784055,1,FALSE,FALSE,FALSE,FALSE,ns,ns
Anaerospora,0.007621809644494416,-0.02971830998436305,0.03375095567096045,0.03222140211982968,0.2258250023732594,-0.9223158531041648,0.8215652440190485,0.3582466997922973,0.8698426585645028,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,-0.02971830998436305,1,FALSE,FALSE,FALSE,FALSE,ns,ns
Anaerostipes,0.13700926024225968,-0.02002637462373599,0.03255229093859203,0.0304772788076921,4.208897631835484,-0.6570919520112003,3.8197566844956736e-5,0.5128519326894013,1.6789163101620517e-4,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,-0.02002637462373599,1,FALSE,FALSE,FALSE,FALSE,ns,ns
Anaerotruncus,-0.058384611071808215,-0.018874672819112412,0.032697877154976164,0.031243228920540163,-1.7855780298851263,-0.6041204277290201,0.07542370559890275,0.5468666480686377,0.11879233631827184,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,-0.018874672819112412,1,FALSE,FALSE,FALSE,FALSE,ns,ns
Anaerovorax,-0.010457303866414606,0.02439040273244422,0.03281775467477753,0.03150091219982966,-0.3186477554618229,0.774276077394867,0.7502639859032758,0.44016347640244236,0.8390526232882788,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.02439040273244422,1,FALSE,FALSE,FALSE,FALSE,ns,ns
Ancylobacter,0.07218970431108966,-0.002123249508618503,0.030959440273261005,0.028944403461916634,2.331750951370989,-0.07335613295372113,0.02048232004423416,0.9416470625141012,0.03795253419961036,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,-0.002123249508618503,1,FALSE,FALSE,FALSE,FALSE,ns,ns
Anoxybacillus,0.28377909914386273,-0.11564770335723121,0.07288499247454781,0.09587761110036357,3.8935189468937836,-1.2062013438796733,1.4447522746307296e-4,0.2304124398186796,5.354081958925645e-4,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,-0.11564770335723121,1,FALSE,FALSE,FALSE,FALSE,ns,ns
Aquabacterium,0.0347044927999439,0.013679839399313137,0.03276032213380616,0.030758369305218622,1.0593452853789707,0.44475177677875616,0.2904425607413237,0.6571775789463875,0.3838716362245467,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.013679839399313137,1,FALSE,FALSE,FALSE,FALSE,ns,ns
Aquamicrobium,0.05073089505904109,-0.007329731474588481,0.030896478725481836,0.028186170430358017,1.6419636525505037,-0.26004708559818995,0.10184346460906864,0.7952109484819669,0.15398731848891178,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,-0.007329731474588481,1,FALSE,FALSE,FALSE,FALSE,ns,ns
Aquisphaera,0.4374274602298593,0.13109926310282366,0.06304308257122493,0.07932174283002494,6.938548091071874,1.652753185009443,2.2352363198045703e-10,0.11436077906571263,2.346998135794799e-9,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0.13109926310282366,1,FALSE,FALSE,FALSE,FALSE,ns,ns
Arcicella,0.09386297735451647,0.007027225804044426,0.0317077611590744,0.03100070926147443,2.960252440518146,0.22667951706438486,0.003418398490842281,0.8210743830756719,0.008178193857837862,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0.007027225804044426,1,FALSE,FALSE,FALSE,FALSE,ns,ns
Arcobacter,0.24265292116480375,0.03127632759264077,0.06328243599282503,0.042097576939944537,3.834443433756497,0.7429484038299611,1.9050042456314494e-4,0.45998716453696076,6.793317026874414e-4,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0.03127632759264077,1,FALSE,FALSE,FALSE,FALSE,ns,ns
Arcticibacter,0.5159559512861913,-0.013471280783524265,0.02917861002569546,0.02782626215097465,17.68267751040323,-0.48412110510690404,2.4286753177089523e-36,0.6298712825291435,2.2950981752349598e-34,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,-0.013471280783524265,1,FALSE,FALSE,FALSE,FALSE,ns,ns
Ardenscatena,0.40112465856733254,0.0014435791994968257,0.03548008870492336,0.029758088423055166,11.30562727459221,0.04851048155292154,1.2137070550077171e-21,0.9614959491310395,2.2939063339645853e-20,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0.0014435791994968257,1,FALSE,FALSE,FALSE,FALSE,ns,ns
Arenimonas,0.747043705887415,-0.02721992433357886,0.04468492762489902,0.05565718786801998,16.71802430023748,-0.4890639533949421,3.822738152036546e-28,0.6261020176640137,1.4449950214698143e-26,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,-0.02721992433357886,1,FALSE,FALSE,FALSE,FALSE,ns,ns
Armatimonas/Armatimonadetes_gp1,-0.032592775374674456,-0.02776028358691858,0.033337085307963456,0.03082302504208664,-0.9776732150872469,-0.9006346245708815,0.32926282826978015,0.3695938906770997,0.42270699157002195,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,-0.02776028358691858,1,FALSE,FALSE,FALSE,FALSE,ns,ns
Arsenicicoccus,0.0465747182941649,-0.010996269547841813,0.03083345409617276,0.028785592362499487,1.5105254879616632,-0.3820060191697578,0.13212780224512657,0.7030833457405724,0.19358259398704591,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,-0.010996269547841813,1,FALSE,FALSE,FALSE,FALSE,ns,ns
Arthrobacter,-0.015935828605777948,0.0036452950759176075,0.03622981114844416,0.03872886220552476,-0.43985403458174777,0.09412347454394356,0.6603870873472002,0.925131277435644,0.7518865030639809,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.0036452950759176075,1,FALSE,FALSE,FALSE,FALSE,ns,ns
Asteroleplasma,0.5719838441507984,0.006308482539456816,0.03259477148319275,0.03260487315734338,17.54833116243007,0.19348281187948735,8.900274040257998e-33,0.8472630850760432,4.205379484021904e-31,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0.006308482539456816,1,FALSE,FALSE,FALSE,FALSE,ns,ns
Asticcacaulis,-0.0616297783831201,0.029575274501266513,0.03451560235166074,0.036398022208708636,-1.7855628812502744,0.8125516911792613,0.07539706950732233,0.4178095704024516,0.11879233631827184,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.029575274501266513,1,FALSE,FALSE,FALSE,FALSE,ns,ns
Atopobium,0.029851906229691392,-0.022666852440610688,0.04109795009498487,0.042939916918630444,0.726359980502633,-0.5278736911290149,0.46824132435982446,0.5983693727229532,0.5565887440503574,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,-0.022666852440610688,1,FALSE,FALSE,FALSE,FALSE,ns,ns
Atopostipes,0.03541857263958289,-0.004049871701287398,0.030996664909479082,0.029572848038034585,1.1426575324480004,-0.13694560956992471,0.2543106808224565,0.8912996895108909,0.3433194191103163,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,-0.004049871701287398,1,FALSE,FALSE,FALSE,FALSE,ns,ns
