feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Alkalibacterium	Group	Tumor	0.00761743610115174	0.0549550735912311	456	383	0.889879597351193	0.933129994465468
Allobaculum	Group	Tumor	0.034385049987954	0.160354969289162	456	199	0.830403598380963	0.933129994465468
Amaricoccus	Group	Tumor	-0.0185218930455249	0.0706515619264394	456	325	0.793437148579174	0.933129994465468
Anaerococcus	Group	Tumor	-0.043315714886232	0.188506086260433	456	63	0.818362975296253	0.933129994465468
Brevundimonas	Group	Tumor	0.0419346997702648	0.233583311103404	456	87	0.857683431225857	0.933129994465468
Enterobacter	Group	Tumor	-0.026839874917386	0.195783639679339	456	76	0.8910815897738	0.933129994465468
Gemella	Group	Tumor	-0.0459742180225372	0.167188020582681	456	59	0.783452765939629	0.933129994465468
Massilia	Group	Tumor	0.039225054626585	0.20478462602007	456	102	0.848271442024294	0.933129994465468
Nocardioides	Group	Tumor	0.0358907544691367	0.148455522197658	456	58	0.809183622317805	0.933129994465468
Paracoccus	Group	Tumor	0.103328683633834	0.373674979596039	456	179	0.782400146106016	0.933129994465468
Sphingomonas	Group	Tumor	-0.0455270729351153	0.349364355286271	456	258	0.896433395564115	0.933129994465468
Streptococcus	Group	Tumor	-0.047682364002127	0.398461049665602	456	293	0.904853327966514	0.933129994465468
Fusobacterium	Group	Tumor	0.0183228118073577	0.195344726769764	456	90	0.925352897155574	0.944432338334039
Chryseobacterium	Group	Tumor	0.00991453296199708	0.227067374078924	456	72	0.965211099578815	0.965211099578815
Prevotella	Group	Tumor	0.015296273425074	0.279131388328129	456	154	0.9563463611515	0.965211099578815
